company_name,founding_year,vc_backed_binary,start_date,exit_date,exit_type,source,tags,team_size,country,adjusted_start,end_date,event,time_years
Riogrande,2020,1,2021-01-01,,,YC,['E-commerce'],,MX,2021-01-01,2024-06-30,0,3.4934976043805612
Nextstore,2020,1,2021-01-01,,,YC,"['B2B', 'E-commerce']",6.0,FR,2021-01-01,2024-06-30,0,3.4934976043805612
Artifact,2020,1,2021-01-01,,,YC,"['Marketplace', 'Podcasts']",10.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Rally,2020,1,2021-01-01,,,YC,"['Collaboration', 'Video', 'Social']",3.0,CA,2021-01-01,2024-06-30,0,3.4934976043805612
Mozart Data,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B', 'Data Engineering']",24.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
"Warmly,",2020,1,2021-01-01,,,YC,"['B2B', 'Productivity', 'Social Network']",12.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Byte,2021,1,2022-01-01,,,YC,"['Ghost Kitchens', 'Marketplace', 'Delivery']",30.0,PK,2022-01-01,2024-06-30,0,2.4941820670773445
Glimpse,2020,1,2021-01-01,,,YC,"['Marketplace', 'Travel', 'E-commerce', 'Retail']",10.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
"MedPiper Technologies, Inc",2020,1,2021-01-01,,,YC,"['Marketplace', 'B2B', 'Healthcare', 'Health Insurance', 'Insurance']",22.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Vena Vitals,2019,1,2020-01-01,,,YC,"['Hard Tech', 'Nanosensors', 'Health Tech', 'Medical Devices', 'Digital Health']",9.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
inSoma Bio,2018,1,2019-01-01,,,YC,"['Synthetic Biology', 'Medical Devices']",4.0,US,2019-01-01,2024-06-30,0,5.494866529774128
Lume,2019,1,2020-01-01,,,YC,"['Fintech', 'Healthcare']",,US,2020-01-01,2024-06-30,0,4.4955509924709105
Lendtable,2020,1,2021-01-01,,,YC,['Fintech'],20.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Here,2020,1,2021-01-01,,,YC,"['Consumer', 'Community']",9.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Backlot,2020,1,2021-01-01,,,YC,"['Design Tools', 'Media', '3D Printing']",11.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Afriex,2019,1,2020-01-01,,,YC,"['Payments', 'Remittances', 'Cryptocurrency']",2.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Mito,2020,1,2021-01-01,,,YC,"['Analytics', 'Open Source', 'Enterprise', 'No-code']",3.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Ready,2020,1,2021-01-01,,,YC,"['Fintech', 'SaaS', 'B2B', 'Telecommunications']",11.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Taktile,2020,1,2021-01-01,,,YC,"['Machine Learning', 'Enterprise Software']",50.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
SafeBase,2020,1,2021-01-01,,,YC,"['SaaS', 'Productivity', 'Cybersecurity']",35.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
DraftWise,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B', 'LegalTech']",21.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Letter,2019,1,2020-01-01,,,YC,['Fintech'],9.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
SockSoho,2020,1,2021-01-01,,,YC,"['Consumer', 'E-commerce']",22.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
arketa,2020,1,2021-01-01,,,YC,"['SaaS', 'Fitness', 'Health & Wellness']",22.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Laylo,2017,1,2018-01-01,,,YC,"['SaaS', 'Messaging', 'Enterprise', 'CRM', 'Creator Economy']",10.0,US,2018-01-01,2024-06-30,0,6.494182067077344
HENRY,2019,1,2020-01-01,,,YC,"['Education', 'Marketplace', 'B2B', 'Community', 'Latin America']",100.0,AR,2020-01-01,2024-06-30,0,4.4955509924709105
Formal,2020,1,2021-01-01,,,YC,[],3.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Orange Health Labs,2020,1,2021-01-01,,,YC,"['Consumer Health Services', 'Telemedicine', 'Diagnostics']",700.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Awtomic,2020,1,2021-01-01,,,YC,[],11.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Akiflow,2019,1,2020-01-01,,,YC,['Productivity'],11.0,IT,2020-01-01,2024-06-30,0,4.4955509924709105
CarbonChain,2020,1,2021-01-01,,,YC,['Climate'],16.0,GB,2021-01-01,2024-06-30,0,3.4934976043805612
Dataland,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B', 'Data Engineering']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
PANADATA,2017,1,2018-01-01,,,YC,['LegalTech'],4.0,PA,2018-01-01,2024-06-30,0,6.494182067077344
Cohere,2020,1,2021-01-01,,,YC,"['Artificial Intelligence', 'Automation']",7.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Farel,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B']",15.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Minimum,2020,1,2021-01-01,,,YC,"['Fintech', 'Climate']",,GB,2021-01-01,2024-06-30,0,3.4934976043805612
Hotplate,2020,1,2021-01-01,,,YC,[],4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Linen,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B', 'Community', 'Open Source']",3.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Scrimba,2017,1,2018-01-01,,,YC,"['Education', 'eLearning']",6.0,NO,2018-01-01,2024-06-30,0,6.494182067077344
TyltGO,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B', 'Delivery']",15.0,CA,2020-01-01,2024-06-30,0,4.4955509924709105
Flint,2021,1,2022-01-01,,,YC,"['Education', 'Healthcare']",20.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Liyfe,2020,1,2021-01-01,,,YC,"['SaaS', 'Digital Health']",2.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Nephrogen,2015,1,2016-01-01,,,YC,"['Gene Therapy', 'CRISPR', 'Biotech', 'Therapeutics']",1.0,US,2016-01-01,2024-06-30,0,8.49555099247091
Tella,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B']",4.0,NL,2021-01-01,2024-06-30,0,3.4934976043805612
Skio,2021,1,2022-01-01,,,YC,"['Fintech', 'B2B', 'E-commerce', 'Subscriptions', 'Food Tech']",33.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Kingdom Supercultures,2019,1,2020-01-01,,,YC,['Food Tech'],8.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Mozper,2019,1,2020-01-01,,,YC,"['Education', 'Fintech']",6.0,MX,2020-01-01,2024-06-30,0,4.4955509924709105
Mailwarm,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B']",2.0,FR,2021-01-01,2024-06-30,0,3.4934976043805612
Aquarium Learning,2020,1,2021-01-01,,,YC,"['Deep Learning', 'Developer Tools', 'Machine Learning']",13.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Memberstack,2019,1,2020-01-01,,,YC,"['Developer Tools', 'Fintech', 'SaaS']",7.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Jam.gg (formerly Piepacker),2020,1,2021-01-01,,,YC,"['Cloud Gaming', 'Gaming', 'Social']",60.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Virtually,2019,1,2020-01-01,,,YC,"['Education', 'SaaS', 'eLearning']",5.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Notabene,2020,1,2021-01-01,,,YC,"['Fintech', 'Crypto / Web3', 'Regtech']",33.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Tydo,2020,1,2021-01-01,,,YC,"['Fintech', 'SaaS', 'E-commerce']",8.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Decentro,2020,1,2021-01-01,,,YC,"['Banking as a Service', 'Fintech', 'API']",22.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Plerk,2019,1,2020-01-01,,,YC,"['Fintech', 'SaaS', 'B2B']",28.0,MX,2020-01-01,2024-06-30,0,4.4955509924709105
BIK,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B', 'Messaging', 'Social', 'E-commerce']",100.0,IN,2020-01-01,2024-06-30,0,4.4955509924709105
WareIQ,2019,1,2020-01-01,,,YC,"['Warehouse Management Tech', 'B2B', 'Supply Chain']",50.0,IN,2020-01-01,2024-06-30,0,4.4955509924709105
Hyper Online,2021,1,2022-01-01,,,YC,"['Generative AI', 'Augmented Reality', 'Social', 'Metaverse', 'AI']",7.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Nabla Bio,2020,1,2021-01-01,,,YC,['AI-powered Drug Discovery'],8.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Vitable Health,2020,1,2021-01-01,,,YC,['Healthcare'],16.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Oico,2020,1,2021-01-01,,,YC,"['Marketplace', 'Construction', 'B2B']",35.0,BR,2021-01-01,2024-06-30,0,3.4934976043805612
Justo,2019,1,2020-01-01,,,YC,"['SaaS', 'Delivery', 'E-commerce']",190.0,CL,2020-01-01,2024-06-30,0,4.4955509924709105
Statiq.,2020,1,2021-01-01,,,YC,"['Marketplace', 'Climate', 'Electric Vehicles']",75.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Nextera Robotics,2020,1,2021-01-01,,,YC,"['Autonomous Delivery', 'Deep Learning', 'Robotics', 'Construction', 'AI']",15.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Hellometer,2020,1,2021-01-01,,,YC,"['SaaS', 'Computer Vision', 'B2B']",2.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Tappity,2018,1,2019-01-01,,,YC,"['Education', 'Entertainment', 'Kids']",4.0,US,2019-01-01,2024-06-30,0,5.494866529774128
buildspace,2019,1,2020-01-01,,,YC,['Education'],5.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Stacker,2017,1,2018-01-01,,,YC,"['SaaS', 'B2B', 'No-code']",7.0,GB,2018-01-01,2024-06-30,0,6.494182067077344
Yotta,2019,1,2020-01-01,,,YC,['Neobank'],8.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Mesh,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B']",50.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Biocogniv,2019,1,2020-01-01,,,YC,[],6.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Streamdal,2020,1,2021-01-01,,,YC,"['Developer Tools', 'Data Engineering', 'DevOps']",9.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Daybreak Health,2020,1,2021-01-01,,,YC,"['Mental Health Tech', 'Consumer Health Services', 'Digital Health']",20.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
MarketForce,2019,1,2020-01-01,,,YC,"['Fintech', 'Marketplace', 'B2B']",400.0,KE,2020-01-01,2024-06-30,0,4.4955509924709105
Atomic,2020,1,2021-01-01,,,YC,"['Artificial Intelligence', 'Fintech']",25.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Bits,2019,1,2020-01-01,,,YC,['Fintech'],22.0,GB,2020-01-01,2024-06-30,0,4.4955509924709105
Opvia,2019,1,2020-01-01,,,YC,['Documents'],13.0,GB,2020-01-01,2024-06-30,0,4.4955509924709105
webapp.io,2020,1,2021-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B']",4.0,CA,2021-01-01,2024-06-30,0,3.4934976043805612
ClearMix,2019,1,2020-01-01,,,YC,"['Video', 'Marketing']",7.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
BLISSWAY,2019,1,2020-01-01,,,YC,"['Machine Learning', 'IoT', 'Transportation']",10.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
TANGObuilder,2019,1,2020-01-01,,,YC,"['SaaS', 'Construction', 'Housing']",9.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Cradle,2020,1,2021-01-01,,,YC,['Fintech'],2.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Arist,2019,1,2020-01-01,,,YC,"['Education', 'eLearning']",23.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Humanloop,2020,1,2021-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'Machine Learning', 'SaaS', 'NLP']",5.0,GB,2021-01-01,2024-06-30,0,3.4934976043805612
doola,2020,1,2021-01-01,,,YC,"['Fintech', 'SaaS']",9.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Speedscale,2020,1,2021-01-01,,,YC,"['Developer Tools', 'DevSecOps', 'Kubernetes']",6.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
CoreCare,2020,1,2021-01-01,,,YC,"['Fintech', 'Health Tech', 'B2B']",10.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Dialect,2019,1,2020-01-01,,,YC,"['Crypto / Web3', 'Messaging']",16.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Farmako Healthcare,2019,1,2020-01-01,,,YC,"['Health Tech', 'Delivery', 'Digital Health', 'Healthcare']",25.0,IN,2020-01-01,2024-06-30,0,4.4955509924709105
Kernal Biologics,2016,1,2017-01-01,,,YC,"['Biotech', 'Genomics']",20.0,US,2017-01-01,2024-06-30,0,7.493497604380561
Hypotenuse AI,2020,1,2021-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'Machine Learning', 'E-commerce']",5.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Charityvest,2019,1,2020-01-01,,,YC,"['Fintech', 'SaaS', 'Nonprofit']",9.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Synapticure,2019,1,2020-01-01,,,YC,"['Neurotechnology', 'Telehealth']",35.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Known Medicine,2020,1,2021-01-01,,,YC,"['AI-powered Drug Discovery', 'Oncology']",17.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Duckly,2019,1,2020-01-01,,,YC,"['Developer Tools', 'B2B', 'Team Collaboration']",5.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Current Foods,2019,1,2020-01-01,,,YC,['Climate'],18.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
PowerUs,2019,1,2020-01-01,,,YC,"['B2B', 'Recruiting']",80.0,DE,2020-01-01,2024-06-30,0,4.4955509924709105
Novel,2021,1,2022-01-01,,,YC,"['Fintech', 'SaaS']",15.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Volopay,2019,1,2020-01-01,,,YC,"['Fintech', 'SaaS', 'B2B']",11.0,SG,2020-01-01,2024-06-30,0,4.4955509924709105
VenoStent,2017,1,2018-01-01,,,YC,"['Medical Devices', '3D Printing']",9.0,US,2018-01-01,2024-06-30,0,6.494182067077344
Swifteam,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B', 'Compliance', 'Security', 'Enterprise']",10.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Explorex,2020,1,2021-01-01,,,YC,"['Marketplace', 'SaaS']",18.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Jeevam Health,2020,1,2021-01-01,,,YC,"['Consumer Health Services', 'Telehealth', 'Digital Health', 'Healthcare']",25.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Hypermile,2020,1,2021-01-01,,,YC,"['Autonomous Trucking', 'Computer Vision', 'Logistics', 'Climate']",11.0,GB,2021-01-01,2024-06-30,0,3.4934976043805612
Queue,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B']",5.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Safepay,2019,1,2020-01-01,,,YC,"['Developer Tools', 'Fintech']",4.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Bento,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B']",7.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Seam,2020,1,2021-01-01,,,YC,"['Developer Tools', 'IoT', 'API']",5.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Conta Simples,2018,1,2019-01-01,,,YC,"['Fintech', 'Latin America', 'SMB']",130.0,BR,2019-01-01,2024-06-30,0,5.494866529774128
QuestDB,2019,1,2020-01-01,,,YC,"['Developer Tools', 'Analytics', 'Open Source', 'Time Series']",25.0,GB,2020-01-01,2024-06-30,0,4.4955509924709105
shuttle,2019,1,2020-01-01,,,YC,"['Developer Tools', 'SaaS', 'Open Source', 'API']",8.0,GB,2020-01-01,2024-06-30,0,4.4955509924709105
Dripos,2019,1,2020-01-01,,,YC,"['Fintech', 'SaaS']",15.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Momence,2020,1,2021-01-01,,,YC,"['Payments', 'Scheduling']",75.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Blue Onion Labs,2020,1,2021-01-01,,,YC,['Finance'],20.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Lightdash,2020,1,2021-01-01,,,YC,"['Developer Tools', 'B2B', 'Analytics', 'Open Source', 'Data Visualization']",9.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
"Zitara Technologies, Inc.",2019,1,2020-01-01,,,YC,"['Climate', 'Electric Vehicles']",33.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Datafold,2020,1,2021-01-01,,,YC,"['SaaS', 'Analytics', 'Data Engineering']",21.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
inFeedo,2016,1,2017-01-01,,,YC,"['SaaS', 'HR Tech', 'AI']",150.0,IN,2017-01-01,2024-06-30,0,7.493497604380561
SuperTokens,2019,1,2020-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Open Source']",10.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
CommandBar,2020,1,2021-01-01,,,YC,"['B2B', 'Productivity']",14.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Jitsu,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B', 'Open Source', 'Data Engineering']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Luminai,2020,1,2021-01-01,,,YC,"['B2B', 'Enterprise']",18.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Jemi,2020,1,2021-01-01,,,YC,"['SaaS', 'Entertainment', 'Community']",3.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Ukama,2020,1,2021-01-01,,,YC,"['Hard Tech', 'Hardware', 'SaaS', 'Open Source']",7.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Altro,2019,1,2020-01-01,,,YC,"['Education', 'Fintech']",29.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Thndr,2019,1,2020-01-01,,,YC,['Fintech'],25.0,EG,2020-01-01,2024-06-30,0,4.4955509924709105
twoplus fertility,2019,1,2020-01-01,,,YC,"['Fertility Tech', 'Medical Devices', 'Telemedicine']",18.0,SG,2020-01-01,2024-06-30,0,4.4955509924709105
Trident Bioscience,2020,1,2021-01-01,,,YC,"['Hard Tech', 'Machine Learning']",1.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
PhotoRoom,2019,1,2020-01-01,,,YC,"['Generative AI', 'API', 'AI']",40.0,FR,2020-01-01,2024-06-30,0,4.4955509924709105
Salesform,2020,1,2021-01-01,,,YC,"['B2B', 'Sales']",6.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Response,2019,1,2020-01-01,,,YC,"['Marketplace', 'B2B', 'Supply Chain']",5.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
adyn,2019,1,2020-01-01,,,YC,"['Fertility Tech', 'Machine Learning', 'Consumer Health Services']",7.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Fig,2020,1,2021-01-01,,,YC,"['Developer Tools', 'DevSecOps', 'Open Source']",5.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Openbase,2019,1,2020-01-01,,,YC,"['Developer Tools', 'DevSecOps', 'Open Source']",8.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Basedash,2020,1,2021-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'No-code']",5.0,CA,2021-01-01,2024-06-30,0,3.4934976043805612
Ladder,2019,1,2020-01-01,,,YC,"['Marketplace', 'Construction']",1.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Nestybox,2019,1,2020-01-01,,,YC,"['Developer Tools', 'DevSecOps']",2.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Hellosaurus,2020,1,2021-01-01,,,YC,"['Education', 'Entertainment', 'Kids']",25.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Porter,2020,1,2021-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Open Source']",10.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Together Video Chat,2020,1,2021-01-01,,,YC,"['Education', 'Entertainment', 'Gaming']",1.0,ES,2021-01-01,2024-06-30,0,3.4934976043805612
Fancy,2020,1,2021-01-01,,,YC,"['Grocery', 'Delivery']",2.0,GB,2021-01-01,2024-06-30,0,3.4934976043805612
Sameplan,2019,1,2020-01-01,,,YC,['SaaS'],3.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Drapr,2019,1,2020-01-01,,,YC,"['SaaS', 'E-commerce', 'Retail Tech']",7.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Clew,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B']",2.0,CA,2020-01-01,2024-06-30,0,4.4955509924709105
KeyDB,2019,1,2020-01-01,2023-08-15,M&A,YC,"['Open Source', 'Databases']",2.0,CA,2020-01-01,2023-08-15,1,3.619438740588638
Workbase,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Vectrix,2020,1,2021-01-01,,,YC,"['SaaS', 'Security']",7.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Omni,2019,1,2020-01-01,,,YC,"['Artificial Intelligence', 'B2B']",5.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Mirage Studio,2020,1,2021-01-01,,,YC,[],5.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Strive School,2019,1,2020-01-01,,,YC,"['Education', 'Fintech']",5.0,DE,2020-01-01,2024-06-30,0,4.4955509924709105
Finmark,2020,1,2021-01-01,,,YC,"['Fintech', 'SaaS', 'B2B']",14.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Gather,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B', 'HR Tech']",6.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
LSK Technologies,2020,1,2021-01-01,,,YC,"['Health Tech', 'Diagnostics']",2.0,CA,2021-01-01,2024-06-30,0,3.4934976043805612
Bandit ML,2019,1,2020-01-01,,,YC,"['Machine Learning', 'SaaS', 'E-commerce']",4.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Parade,2020,1,2021-01-01,,,YC,"['SaaS', 'B2B', 'Design Tools']",5.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
MilkRun,2018,1,2019-01-01,,,YC,"['E-Commerce', 'Supply Chain', 'Agriculture']",38.0,US,2019-01-01,2024-06-30,0,5.494866529774128
Memo,2019,1,2020-01-01,,,YC,['SaaS'],2.0,GB,2020-01-01,2024-06-30,0,4.4955509924709105
Intelligent,2020,1,2021-01-01,,,YC,"['Machine Learning', 'SaaS', 'B2B']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
In Stock,2020,1,2021-01-01,,,YC,['E-commerce'],2.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Foreword,2020,1,2021-01-01,,,YC,"['Education', 'Marketplace']",2.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Atomized,2020,1,2021-01-01,,,YC,"['Developer Tools', 'B2B', 'DevOps']",3.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Monosi,2020,1,2021-01-01,,,YC,"['Developer Tools', 'B2B', 'Open Source', 'Data Engineering']",2.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Nototo,2019,1,2020-01-01,,,YC,['Productivity'],3.0,CA,2020-01-01,2024-06-30,0,4.4955509924709105
RTCanary,2020,1,2021-01-01,,,YC,"['SaaS', 'Analytics']",0.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Rume,2019,1,2020-01-01,,,YC,"['Consumer', 'Video', 'Social']",3.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Reploy,2020,1,2021-01-01,,,YC,"['Developer Tools', 'DevOps']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Metamanagement,2019,1,2020-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B']",1.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Overfit,2020,1,2021-01-01,,,YC,"['Artificial Intelligence', 'Fitness']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Airbyte,2020,1,2021-01-01,,,YC,"['Developer Tools', 'Open Source', 'Data Engineering']",110.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
H1,2017,1,2018-01-01,,,YC,"['Health Tech', 'Healthcare']",500.0,US,2018-01-01,2024-06-30,0,6.494182067077344
99minutos,2014,1,2015-01-01,,,YC,['Logistics'],5000.0,CL,2015-01-01,2024-06-30,0,9.494866529774127
Fondeadora,2018,1,2019-01-01,,,YC,"['Fintech', 'Consumer Finance']",160.0,MX,2019-01-01,2024-06-30,0,5.494866529774128
Ophelia,2019,1,2020-01-01,,,YC,"['Mental Health Tech', 'Healthcare', 'Telemedicine']",130.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Karat Financial,2019,1,2020-01-01,,,YC,"['Fintech', 'Entertainment']",40.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
TrueNorth,2019,1,2020-01-01,,,YC,"['Fintech', 'SaaS', 'Logistics']",60.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
STARK BANK,2018,1,2019-01-01,,,YC,"['Fintech', 'Neobank']",70.0,BR,2019-01-01,2024-06-30,0,5.494866529774128
Ansa Biotechnologies,2018,1,2019-01-01,,,YC,"['Synthetic Biology', 'Biotech']",72.0,US,2019-01-01,2024-06-30,0,5.494866529774128
Whatnot,2019,1,2020-01-01,,,YC,"['Marketplace', 'E-commerce']",400.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Belvo,2019,1,2020-01-01,,,YC,"['Fintech', 'SaaS']",150.0,BR,2020-01-01,2024-06-30,0,4.4955509924709105
Jet Admin,2019,1,2020-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B']",8.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Pulley,2020,1,2021-01-01,,,YC,[],68.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
BeGo,2019,1,2020-01-01,,,YC,"['Artificial Intelligence', 'Banking as a Service', 'Digital Freight Brokerage']",65.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
PostHog,2020,1,2021-01-01,,,YC,"['B2B', 'Open Source']",38.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Ochre Bio,2019,1,2020-01-01,,,YC,"['Biotech', 'Genomics']",34.0,GB,2020-01-01,2024-06-30,0,4.4955509924709105
Jenfi,2019,1,2020-01-01,,,YC,"['Banking as a Service', 'Fintech', 'B2B']",18.0,SG,2020-01-01,2024-06-30,0,4.4955509924709105
Gas Pos,2015,1,2016-01-01,,,YC,"['Fintech', 'SaaS', 'B2B']",15.0,US,2016-01-01,2024-06-30,0,8.49555099247091
Dapi,2019,1,2020-01-01,,,YC,['Fintech'],22.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
